反应物	反应类型数	反应类型列表
[c:1]1([Br:21])[cH:2][cH:3][c:4]2[n:5][c:6]([N:7]3[CH2:8][CH:9]([OH:10])[CH2:11]3)[s:12][c:13]2[cH:14]1	1	[3]
[CH2:1]([c:2]1[c:3](-[c:4]2[cH:5][cH:6][c:7]([CH3:8])[cH:9][cH:10]2)[n:11][c:12]2[c:13]([Cl:14])[cH:15][c:16]([Cl:17])[cH:18][n:19]12)[Cl:28]	1	[1]
[CH3:12][CH:13]([CH3:14])[S-:15]	1	[1]
[c:1]1([F:16])[cH:2][cH:3][c:4]([N+:5](=[O:6])[O-:7])[c:8]([NH2:9])[c:10]1[F:11]	1	[1]
[CH3:8][O:9][c:10]1[cH:11][cH:12][c:13]([CH:14]=[O:15])[c:16]([OH:17])[cH:18]1	1	[1]
[O:1]=[CH:2][c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][c:9]1[F:10]	1	[7]
[N+:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[n:7][c:8]3[cH:9][cH:10][n:11][cH:12][c:13]3[o:14]2)[s:15]1)(=[O:16])[O-:17]	1	[7]
[N:1]([C@@H:2]([C:3]([N:4]([C@@H:5]([C:6]([NH:7][CH2:8][CH2:9][CH2:10][O:11][C:12]([CH3:13])=[O:14])=[O:15])[CH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[CH3:23])=[O:24])[CH2:25][c:26]1[cH:27][cH:28][c:29]2[cH:30][cH:31][cH:32][cH:33][c:34]2[cH:35]1)([CH3:36])[C:42]([O:41][C:38]([CH3:37])([CH3:39])[CH3:40])=[O:43]	1	[6]
[O:1]([c:2]1[n:3][c:4]([C:5]([F:6])([F:7])[F:8])[cH:9][cH:10][c:11]1[CH2:12][c:13]1[n:14][n:15][c:16]2[cH:17][c:18](-[c:19]3[cH:20][cH:21][c:22]([Cl:23])[cH:24][cH:25]3)[c:26](-[c:27]3[cH:28][cH:29][cH:30][cH:31][c:32]3[Cl:33])[n:34][n:35]12)[CH3:36]	1	[6]
[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][n:6]1[c:7]([O:8][CH3:9])[n:10][c:11]2[c:12]([NH2:13])[n:14][c:15]([O:16][CH2:17][CH2:18][CH2:19][CH3:20])[n:21][c:22]12)[Br:33]	1	[1]
[CH3:23][O:24][C:25](=[O:26])[CH:27]1[CH2:28][CH2:29][NH:30][CH2:31][CH2:32]1	1	[1]
[CH3:1][C:2]1([CH3:3])[CH:4]=[C:5]([CH:6]=[O:7])[C:8]([CH3:9])([CH3:10])[CH2:11][CH2:12]1	1	[7]
[C@@H:1]([CH2:2][N:3]1[CH2:4][CH2:5][C@H:6]([O:7][Si:8]([C:9]([CH3:10])([CH3:11])[CH3:12])([CH3:13])[CH3:14])[CH2:15]1)([c:16]1[cH:17][cH:18][cH:19][c:20]([O:21][C:22]([F:23])([F:24])[F:25])[cH:26]1)[OH:30]	1	[1]
[N:1]1([C:23]([O:22][C:19]([CH3:18])([CH3:20])[CH3:21])=[O:24])[CH2:2][c:3]2[c:4]([n:5]([CH2:6][CH2:7][O:8][CH3:9])[c:10]3[c:11]2[cH:12][cH:13][cH:14][cH:15]3)[CH2:16][CH2:17]1	1	[6]
[CH3:13][CH2:14][O:15][C:16](=[O:17])[CH2:18][c:19]1[cH:20][s:21][c:22]([NH2:23])[n:24]1	1	[2]
[S:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7]([CH3:8])[cH:9][cH:10]1)(=[O:11])(=[O:12])[Cl:25]	1	[2]
[C:1](=[O:2])([CH2:3][c:4]1[cH:5][c:6]2[cH:7][cH:8][c:9]([O:10][CH2:11][c:12]3[cH:13][cH:14][cH:15][c:16]([Cl:17])[cH:18]3)[cH:19][c:20]2[nH:21][c:22]1=[O:23])[O:27][CH2:26][CH3:25]	1	[9]
[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([CH2:7][N:8]([CH2:9][CH2:10][N:11]([CH2:12][CH3:13])[CH2:14][CH3:15])[CH3:16])[cH:17]1)(=[O:18])[OH:49]	1	[2]
[CH3:19][c:20]1[cH:21][cH:22][c:23](-[c:24]2[cH:25][n:26][c:27]([NH:28][C:29](=[O:30])[c:31]3[cH:32][c:33]([N:34]4[CH2:35][CH2:36][CH2:37][CH2:38][CH2:39]4)[cH:40][cH:41][c:42]3[NH2:43])[n:44][cH:45]2)[cH:46][c:47]1[CH3:48]	1	[2]
[CH3:2][O:3][C:4](=[O:5])[c:6]1[cH:7][cH:8][c:9]([C:10]([CH3:11])([CH3:12])[OH:13])[cH:14][cH:15]1	1	[1]
[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])[Br:36]	1	[1]
[CH3:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH:17]1[CH2:18][CH2:19][c:20]2[c:21]([cH:22][c:23]([F:24])[c:25]([F:26])[c:27]2-[c:28]2[cH:29][cH:30][c:31]([OH:32])[cH:33][cH:34]2)[CH2:35]1	1	[1]
[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[n:9][c:10]([NH:11][CH2:12][c:13]3[cH:14][cH:15][c:16]([OH:17])[cH:18][cH:19]3)[n:20][c:21]([O:22][CH2:23][C:24]([F:25])([F:26])[F:27])[n:28]2)[cH:29][cH:30]1)[OH:49]	1	[2]
[CH3:31][C:32]([CH3:33])([CH3:34])[O:35][C:36](=[O:37])[N:38]1[CH2:39][CH2:40][N:41]([CH2:42][CH:43]([OH:44])[CH2:45][NH2:46])[CH2:47][CH2:48]1	1	[2]
[CH3:2][c:3]1[n:4][c:5]2[cH:6][cH:7][cH:8][n:9][c:10]2[n:11](-[c:12]2[cH:13][cH:14][cH:15][c:16]([NH:17][C:18](=[O:19])[c:20]3[cH:21][c:22]([Cl:23])[cH:24][c:25]([Cl:26])[cH:27]3)[cH:28]2)[c:29]1=[O:30]	1	[10]
[C:1]([CH2:2][O:3][C:4]([CH3:5])=[O:6])(=[O:7])[Cl:43]	1	[2]
[CH3:8][c:9]1[n:10][cH:11][cH:12][cH:13][c:14]1[O:15][c:16]1[cH:17][c:18]([S:19][c:20]2[cH:21][cH:22][cH:23][cH:24][n:25]2)[cH:26][n:27][c:28]1[NH:29][c:30]1[n:31][c:32]([CH:33]2[CH2:34][CH:35]3[CH2:36][CH2:37][CH:38]([CH2:39]2)[NH:40]3)[n:41][s:42]1	1	[2]
[CH3:5][O:6][c:7]1[cH:8][c:9]([NH2:10])[c:11]([Br:12])[cH:13][c:14]1[F:15]	1	[4]
[C:1]([CH2:2][CH2:3][N:4]1[CH2:5][CH2:6][N:7]([C:8]([NH:9][CH3:10])=[O:11])[CH2:12][CH2:13]1)(=[O:14])[OH:49]	1	[2]
[CH2:1]([CH2:2][O:3][c:4]1[cH:5][cH:6][c:7]([OH:8])[cH:9][cH:10]1)[Br:22]	1	[1]
[CH3:11][CH2:12][O:13][C:14](=[O:15])[CH:16]1[CH2:17][CH2:18][NH:19][CH2:20][CH2:21]1	1	[1]
[c:1]1([Cl:20])[c:2]([S:3]([N:4]2[CH2:5][CH2:6][N:7]([CH3:8])[CH2:9][CH2:10]2)(=[O:11])=[O:12])[cH:13][c:14]([Br:15])[cH:16][n:17]1	1	[1]
[O:2]=[C:3]([OH:4])/[CH:5]=[CH:6]/[c:7]1[cH:8][cH:9][cH:10][c:11]([F:12])[cH:13]1	1	[2]
[O:1]([c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[S:8]([NH2:9])(=[O:10])=[O:11])[CH2:12][CH2:13][NH:14][CH2:15][CH:16]2[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[CH3:23]	1	[6]
[CH2:1]([c:2]1[c:3]([C:4]([NH:5][CH3:6])=[O:7])[cH:8][cH:9][c:10]([Br:11])[cH:12]1)[OH:13]	1	[1]
[CH3:23][C:24]([CH3:25])([CH3:26])[O:27][C:28](=[O:29])[NH:30][C@H:31]1[CH2:32][O:33][CH2:34][CH2:35][C@H:36]1[NH2:37]	1	[1]
[c:1]1([Cl:38])[n:2][cH:3][c:4]2[s:5][cH:6][c:7]([C:8]([NH:9][c:10]3[c:11]4[n:12][cH:13][n:14]([CH3:15])[c:16]4[cH:17][cH:18][cH:19]3)=[O:20])[c:21]2[n:22]1	1	[1]
[CH3:10][O:11][c:12]1[cH:13][c:14]([NH2:15])[cH:16][cH:17][c:18]1-[c:19]1[cH:20][n:21][cH:22][o:23]1	1	[1]
[CH:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([CH3:7])=[O:8])[s:9]1)=[O:24]	1	[1]
[CH2:1]([c:2]1[c:3]([CH3:4])[o:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][o:11]2)[n:12]1)[Cl:41]	1	[1]
[CH3:13][CH2:14][O:15][C:16](=[O:17])[CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][CH2:23]/[C:24](=[N:25]\[O:26][CH2:27][c:28]1[cH:29][cH:30][c:31]([OH:32])[cH:33][cH:34]1)[c:35]1[cH:36][cH:37][cH:38][cH:39][cH:40]1	1	[1]
[c:11]1([I:39])[cH:12][n:13]([S:14](=[O:15])(=[O:16])[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[c:23]2[c:24]1[cH:25][cH:26][c:27]([F:28])[cH:29]2	1	[3]
[c:1]1([B:34]2[O:33][C:31]([CH3:30])([CH3:32])[C:36]([CH3:37])([CH3:38])[O:35]2)[cH:2][n:3][c:4]2[c:5]([cH:6]1)[o:7][c:8](=[O:9])[nH:10]2	1	[3]
[c:1]1([Cl:28])[cH:2][c:3]([C:4]([F:5])([F:6])[F:7])[n:8][c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][n:15]2)[n:16]1	1	[1]
[C:1]1(=[O:30])[CH:2]([Br:31])[CH2:3][CH2:4][CH2:5][CH:6]1[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1	1	[4]
[CH3:13][c:14]1[cH:15][n:16](-[c:17]2[cH:18][cH:19][c:20]([NH:21][C:22]([NH2:23])=[S:24])[cH:25][c:26]2[Cl:27])[cH:28][n:29]1	1	[4]
[NH2:14][c:15]1[cH:16][cH:17][c:18]([F:19])[c:20]([F:21])[c:22]1[NH:23][c:24]1[cH:25][cH:26][c:27]([I:28])[cH:29][c:30]1[F:31]	1	[2]
[S:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[n:10]1[CH3:11])(=[O:12])(=[O:13])[Cl:32]	1	[2]
[c:1]1([F:16])[cH:2][c:3]([C:4]([NH2:5])=[O:6])[c:7]([Cl:8])[cH:9][cH:10]1	1	[1]
[cH:11]1[cH:12][nH:13][n:14][n:15]1	1	[1]
[NH:1]([C:2]1([CH3:3])[CH2:4][N:5]([c:6]2[c:7]([F:8])[cH:9][c:10]3[c:11]([c:12]2[F:13])[n:14](-[c:15]2[cH:16][cH:17][c:18]([F:19])[cH:20][c:21]2[F:22])[cH:23][c:24]([C:25](=[O:26])[OH:27])[c:28]3=[O:29])[CH2:30]1)[C:32](=[O:31])[C:33]([F:34])([F:35])[F:36]	1	[6]
[C:1](=[O:2])([CH2:3][Br:4])[Br:16]	1	[2]
[CH3:5][CH:6]([CH3:7])[NH:8][c:9]1[cH:10][cH:11][c:12]([F:13])[cH:14][cH:15]1	1	[2]
[C:1]([CH2:2][O:3][CH2:4][CH3:5])(=[O:6])[OH:33]	1	[2]
[CH3:7][CH2:8][NH:9][CH2:10][c:11]1[cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[cH:18][cH:19][c:20]1-[c:21]1[cH:22][n:23][cH:24][c:25]([CH2:26][C:27](=[O:28])[O:29][CH2:30][CH3:31])[cH:32]1	1	[2]
[S:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([CH3:7])([CH3:8])[CH3:9])[cH:10][cH:11]1)(=[O:12])(=[O:13])[Cl:22]	1	[2]
[C:1](=[O:2])([CH:3]([CH3:4])[C:5]([CH3:6])=[O:22])[O:21][CH2:20][CH3:19]	1	[4]
[CH3:7][C:8]([CH3:9])([CH3:10])[c:11]1[cH:12][cH:13][c:14]([NH2:15])[c:16]([F:17])[cH:18]1	1	[4]
[N:1]1([C@H:2]2[CH2:3][CH2:4][C@@H:5]([O:6][c:7]3[cH:8][cH:9][c:10]4[nH:11][n:12][cH:13][c:14]4[cH:15]3)[CH2:16][CH2:17]2)[C:19](=[O:18])[c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]2[C:26]1=[O:27]	1	[6]
[O:1]([C:2](=[O:3])[CH2:4][CH2:5][CH2:6][S:7][C:8](=[S:9])[NH:10][CH2:11][CH2:12][CH2:13][c:14]1[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]1)[CH2:22][CH3:21]	1	[6]
[O:1]([C@H:2]1[CH:3]=[C:4]([CH2:5][c:6]2[cH:7][cH:8][cH:9][c:10]([O:11][CH3:12])[cH:13]2)[C:14](=[O:15])[CH2:16]1)[C:18]([CH3:17])=[O:19]	1	[6]
[CH3:1]/[C:2](=[CH:3]\[CH2:4][c:5]1[c:6]([OH:7])[c:8]([Cl:9])[c:10]([CH3:11])[c:12]([CH:13]=[O:14])[c:15]1[OH:16])[CH2:17][CH2:18][CH2:19][CH2:20][O:21][C:22](=[O:23])[C:24]([CH3:25])([CH3:26])[CH3:27]	1	[7]
[SH:24][c:25]1[cH:26][cH:27][c:28]([Cl:29])[cH:30][cH:31]1	1	[1]
[c:1]1([Br:32])[cH:2][cH:3][c:4]2[cH:5][cH:6][n:7][c:8]([N:9]3[CH2:10][CH2:11][N:12]([C:13]([O:14][C:15]([CH3:16])([CH3:17])[CH3:18])=[O:19])[CH2:20][CH2:21]3)[c:22]2[cH:23]1	1	[1]
[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][C:6](=[O:7])[O:33][C:31]([CH2:30][CH2:29][CH2:28][CH2:27][CH3:26])=[O:32]	1	[2]
[NH2:8][c:9]1[n:10][nH:11][c:12]2[n:13][cH:14][n:15][c:16]([NH:17][c:18]3[cH:19][cH:20][cH:21][c:22]([Cl:23])[cH:24]3)[c:25]12	1	[2]
[CH3:27][C:28](=[O:29])[N:30]1[CH2:31][CH2:32][NH:33][CH2:34][CH:35]1[CH3:36]	1	[1]
[c:1]1([F:37])[cH:2][c:3]2[n:4]([CH:5]3[CH2:6][CH2:7]3)[cH:8][c:9]([C:10](=[O:11])[OH:12])[c:13](=[O:14])[c:15]2[c:16]([NH:17][CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[c:25]1[F:26]	1	[1]
[c:10]1([B:20]([OH:19])[OH:21])[c:11]([O:12][CH3:13])[cH:14][cH:15][cH:16][cH:17]1	1	[3]
[c:1]1([Cl:18])[c:2]([C:3]([CH3:4])=[O:5])[cH:6][cH:7][cH:8][cH:9]1	1	[3]
[O:1]([C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7](-[c:8]2[n:9][n:10]([CH2:11][c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)[c:18]3[cH:19][cH:20][cH:21][cH:22][c:23]23)[o:24]1)[CH3:25]	1	[6]
[C:1]([CH2:2][Cl:15])([CH2:3][Cl:4])=[O:14]	1	[4]
[NH2:5][C:6](=[S:7])[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1	1	[4]
[c:1]1([Br:32])[c:2]([CH3:3])[c:4]2[c:5]([n:6]1-[c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[Cl:13])[CH2:14][CH2:15][N:16]([N:17]1[CH2:18][CH2:19][CH2:20][CH2:21][CH2:22]1)[C:23]2=[O:24]	1	[3]
[N:1]1([C:46]([O:45][C:42]([CH3:41])([CH3:43])[CH3:44])=[O:47])[CH2:2][CH2:3][CH:4]([C:5]([c:6]2[n:7]([CH3:8])[cH:9][n:10][cH:11]2)([OH:12])[c:13]2[cH:14][cH:15][c:16]3[n:17][c:18]([C:19]([F:20])([F:21])[F:22])[c:23]([C:24](=[O:25])[N:26]4[CH2:27][CH2:28][CH2:29][CH2:30][CH2:31]4)[c:32]([C:33]([F:34])([F:35])[F:36])[c:37]3[cH:38]2)[CH2:39][CH2:40]1	1	[6]
[CH3:4][NH:5][n:6]1[c:7]2[cH:8][n:9][cH:10][cH:11][c:12]2[c:13]2[cH:14][cH:15][c:16]([Cl:17])[cH:18][c:19]12	1	[2]
[O:1]([C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([CH2:9][N:10]2[c:11]3[cH:12][cH:13][c:14]([C:15]([OH:16])([C:17]([F:18])([F:19])[F:20])[C:21]([F:22])([F:23])[F:24])[cH:25][c:26]3[CH2:27][CH:28]2[CH3:29])[cH:30]1)[CH3:31]	1	[6]
[C:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][c:13]1[O:14][CH3:15])(=[O:16])[Cl:23]	1	[2]
[C:1]([C@@H:2]([CH2:3][CH:4]([CH3:5])[CH3:6])[C@H:7]1[O:8][C:9]([CH3:10])([CH3:11])[O:12][C:13]1=[O:14])(=[O:15])[OH:28]	1	[1]
[OH:16][c:17]1[c:18]([F:19])[c:20]([F:21])[c:22]([F:23])[c:24]([F:25])[c:26]1[F:27]	1	[1]
[CH3:4][c:5]1[n:6][c:7]2[cH:8][c:9]3[c:10]([cH:11][c:12]2[o:13]1)[CH2:14][CH2:15][NH:16][CH2:17][CH2:18]3	1	[1]
[CH:1]([CH2:2][Cl:3])=[O:19]	1	[1]
[CH3:18][c:19]1[cH:20][cH:21][c:22]([C:23]#[N:24])[cH:25][c:26]1[NH:27][CH:28]1[CH2:29][CH2:30][NH:31][CH2:32][CH2:33]1	1	[2]
[C:1](/[CH:2]=[CH:3]/[O:4][CH3:5])(=[O:6])[OH:35]	1	[2]
[CH3:7][c:8]1[cH:9][c:10]([C:11](=[O:12])[NH:13][c:14]2[cH:15][c:16]([O:17][c:18]3[cH:19][cH:20][c:21]4[n:22][c:23]([NH2:24])[cH:25][n:26]4[n:27]3)[cH:28][cH:29][c:30]2[CH3:31])[n:32]([CH3:33])[n:34]1	1	[2]
[c:1]1([Br:39])[cH:2][c:3](-[c:4]2[o:5][n:6][c:7](-[c:8]3[cH:9][cH:10][c:11]4[nH:12][c:13]5[c:14]([c:15]4[cH:16]3)[CH2:17][CH2:18][CH:19]5[CH2:20][C:21](=[O:22])[OH:23])[n:24]2)[cH:25][c:26]([O:27][C:28]([F:29])([F:30])[F:31])[cH:32]1	1	[3]
[c:33]1([B:41]([OH:40])[OH:42])[cH:34][cH:35][n:36][cH:37][cH:38]1	1	[3]
[CH3:21][C:22]([CH3:23])([NH2:24])[CH2:25][NH:26][C:27](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33]	1	[1]
[c:1]1([F:34])[n:2][cH:3][cH:4][c:5]([N:6]([CH3:7])[c:8]2[cH:9][cH:10][n:11][c:12](-[c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[n:19]2)[n:20]1	1	[1]
[CH3:2][c:3]1[n:4][c:5]2[c:6]([F:7])[cH:8][cH:9][cH:10][c:11]2[cH:12][c:13]1[Br:14]	1	[10]
[CH2:12]1[CH2:13][CH:14]([N:15]2[CH2:16][CH2:17][NH:18][CH2:19][CH2:20]2)[CH2:21]1	1	[1]
[c:1]1([F:22])[cH:2][cH:3][c:4]([C:5]([O:6][CH2:7][CH3:8])=[O:9])[cH:10][cH:11]1	1	[1]
[C:1](=[O:2])([c:3]1[cH:4][n:5](-[c:6]2[n:7][cH:8][cH:9][cH:10][n:11]2)[n:12][c:13]1[Cl:14])[OH:30]	1	[2]
[CH3:15][c:16]1[cH:17][cH:18][c:19]([C:20]2([CH2:21][NH2:22])[CH2:23][CH2:24][CH2:25][CH2:26][CH2:27]2)[cH:28][n:29]1	1	[2]
[c:13]1([B:23]([OH:22])[OH:24])[n:14]([CH3:15])[c:16]([C:17]#[N:18])[cH:19][cH:20]1	1	[3]
[c:1]1([Br:21])[cH:2][cH:3][c:4]([NH2:5])[c:6]([O:7][C:8]([F:9])([F:10])[F:11])[cH:12]1	1	[3]
[C:1]([c:2]1[cH:3][cH:4][c:5]2[c:6]([CH:7]3[CH2:8][CH2:9][CH2:10][CH2:11][CH2:12]3)[c:13]3[n:14]([c:15]2[cH:16]1)[CH2:17][C:18]([c:19]1[o:20][cH:21][n:22][c:23]1[C:24](=[O:25])[N:26]1[CH2:27][CH2:28][O:29][CH2:30][CH2:31]1)=[CH:32][c:33]1[c:34]-3[cH:35][cH:36][c:37]([O:38][CH3:39])[cH:40]1)(=[O:41])[OH:49]	1	[2]
[NH2:42][S:43](=[O:44])(=[O:45])[CH:46]1[CH2:47][CH2:48]1	1	[2]
[NH2:13][C@@H:14]([CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[C:22](=[O:23])[OH:24]	1	[1]
[c:1]1([F:25])[cH:2][cH:3][c:4]([N+:5](=[O:6])[O-:7])[cH:8][c:9]1[N+:10](=[O:11])[O-:12]	1	[1]
[CH2:1]([CH2:2][CH2:3][CH2:4][N:5]1[N:6]=[C:7]([c:8]2[cH:9][cH:10][c:11]([O:12][CH3:13])[c:14]3[c:15]2[cH:16][cH:17][c:18]([CH3:19])[n:20]3)[CH:21]([CH3:22])[CH2:23][C:24]1=[O:25])[Br:41]	1	[1]
[CH3:26][CH:27]1[CH2:28][C:29](=[O:30])[NH:31][N:32]=[C:33]1[c:34]1[cH:35][cH:36][c:37]([OH:38])[cH:39][cH:40]1	1	[1]
[c:10]1([Br:27])[cH:11][cH:12][c:13]([NH:14][C:15](=[O:16])[C@H:17]2[CH2:18][N:19]3[CH2:20][CH2:21][CH:22]2[CH2:23][CH2:24]3)[cH:25][cH:26]1	1	[3]
[c:1]1([Br:28])[cH:2][cH:3][c:4]([CH2:5][OH:6])[c:7]([F:8])[cH:9]1	1	[3]
[O:23]=[C:24]([NH:25][CH:26]1[CH2:27][CH2:28][NH:29][CH2:30][CH2:31]1)[c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1	1	[1]
[c:1]1([Cl:38])[n:2][c:3]([CH3:4])[c:5]([CH:6]([CH2:7][CH2:8][CH3:9])[C:10](=[O:11])[O:12][CH3:13])[c:14](-[c:15]2[cH:16][cH:17][c:18]([CH3:19])[cH:20][cH:21]2)[n:22]1	1	[1]
[C:1]([C@:2]([CH3:3])([NH:4][C:5](=[O:6])[CH2:7][n:8]1[n:9][c:10](-[c:11]2[cH:12][cH:13][c:14]([Cl:15])[cH:16][cH:17]2)[n:18]([CH2:19][C@H:20]([OH:21])[C:22]([F:23])([F:24])[F:25])[c:26]1=[O:27])[c:28]1[cH:29][cH:30][cH:31][c:32]([C:33]([F:34])([F:35])[F:36])[cH:37]1)([NH2:38])=[O:39]	1	[9]
[O:1]([CH2:2][CH2:3][c:4]1[n:5][cH:6][c:7]([NH:8][C:9](=[O:10])[C@H:11]([CH2:12][CH:13]2[CH2:14][CH2:15][O:16][CH2:17][CH2:18]2)[c:19]2[cH:20][cH:21][c:22]([S:23](=[O:24])(=[O:25])[CH:26]3[CH2:27][CH2:28]3)[c:29]([CH:30]3[CH2:31][CH2:32]3)[cH:33]2)[n:34][cH:35]1)[CH:39]1[CH2:38][CH2:37][CH2:36][CH2:41][O:40]1	1	[6]
[c:1]1([Cl:18])[c:2]([C:3]([O:4][CH2:5][CH3:6])=[O:7])[cH:8][n:9][c:10]([Cl:11])[cH:12]1	1	[1]
[c:1]1([Br:31])[cH:2][c:3]2[c:4]3[c:5]([n:6]([CH2:7][c:8]4[cH:9][cH:10][cH:11][c:12]([F:13])[cH:14]4)[c:15]2[cH:16][cH:17]1)[CH2:18][CH2:19][CH:20]([NH:21][C:22]([CH:23]([CH3:24])[CH3:25])=[O:26])[CH2:27]3	1	[1]
[C:1]([c:2]1[c:3]([CH3:4])[c:5]2[c:6]([s:7]1)[n:8][cH:9][n:10][c:11]2[NH:12][c:13]1[cH:14][cH:15][c:16]([F:17])[cH:18][c:19]1[O:20][C@H:21]1[CH2:22][CH2:23][O:24][CH2:25]1)(=[O:26])[OH:42]	1	[2]
[CH3:27][C:28]([CH3:29])([CH3:30])[O:31][C:32](=[O:33])[N:34]1[CH2:35][CH2:36][CH2:37][CH:38]([NH2:39])[CH2:40][CH2:41]1	1	[2]
[c:1]1([Br:46])[cH:2][c:3]([Br:4])[cH:5][c:6]([Si:7]([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[cH:26]1	1	[3]
[c:27]1([B:51]2[O:50][C:48]([CH3:47])([CH3:49])[C:53]([CH3:54])([CH3:55])[O:52]2)[cH:28][cH:29][cH:30][c:31](-[c:32]2[cH:33][cH:34][cH:35][c:36]3[c:37]2[s:38][c:39]2[cH:40][cH:41][cH:42][cH:43][c:44]32)[cH:45]1	1	[3]
[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]2[c:7](-[c:8]3[cH:9][cH:10][cH:11][c:12]([C:13]#[N:14])[cH:15]3)[c:16]3[c:17]([n:18][n:19]12)[C:20](=[O:21])[CH2:22][S:23]3(=[O:24])=[O:25]	1	[7]
[CH3:1][c:2]1[cH:3][c:4]2[c:5]([CH3:6])[cH:7][o:8][c:9]2[cH:10][c:11]1-[n:12]1[cH:13][cH:14][cH:15][cH:16]1	1	[7]
[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][c:7]2[c:8]1[cH:9][cH:10][n:11]2[CH2:12][c:13]1[cH:14][c:15]([Cl:16])[cH:17][cH:18][c:19]1[O:20][CH2:21][c:22]1[cH:23][cH:24][c:25]([Cl:26])[cH:27][c:28]1[F:29])[OH:35]	1	[2]
[CH3:30][S:31]([NH2:32])(=[O:33])=[O:34]	1	[2]
[c:1]1([Br:36])[c:2]2[cH:3][cH:4][cH:5][c:6](-[c:7]3[n:8][c:9](-[c:10]4[cH:11][cH:12][c:13]([O:14][CH:15]([CH3:16])[CH3:17])[c:18]([Cl:19])[cH:20]4)[o:21][n:22]3)[c:23]2[cH:24][cH:25][n:26]1	1	[3]
[c:27]1([B:38]([OH:37])[OH:39])[cH:28][cH:29][cH:30][c:31]([C:32](=[O:33])[OH:34])[cH:35]1	1	[3]
[CH2:1]([c:2]1[cH:3][c:4]([Cl:5])[cH:6][c:7]([F:8])[cH:9]1)[Cl:16]	1	[1]
[O:1]([C:2](=[O:3])[CH2:4][CH2:5][c:6]1[cH:7][cH:8][c:9]([O:10][CH2:11][CH2:12][N:13]=[N+:14]=[N-:15])[cH:16][cH:17]1)[CH3:18]	1	[6]
[CH2:1]([C:2](=[O:3])[O:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[Br:23]	1	[1]
[NH2:12][c:13]1[cH:14][cH:15][cH:16][c:17]2[c:18]1[CH2:19][C:20](=[O:21])[NH:22]2	1	[1]
[c:1]1([B:38]2[O:37][C:35]([CH3:34])([CH3:36])[C:40]([CH3:41])([CH3:42])[O:39]2)[cH:2][cH:3][c:4]([NH2:5])[cH:6][cH:7]1	1	[3]
[c:8]1([Cl:43])[n:9][c:10]([C:11]2([S:12](=[O:13])(=[O:14])[c:15]3[cH:16][cH:17][c:18]([F:19])[cH:20][n:21]3)[CH2:22][CH2:23]2)[cH:24][c:25]([N:26]2[C@@H:27]([CH3:28])[CH2:29][O:30][CH2:31][CH2:32]2)[n:33]1	1	[3]
